font (NN) -> font
looked (VBD) -> look
up (RB) -> up
to (TO) -> to
this (DT) -> this
boy (NN) -> boy
i (NN) -> i
and (CC) -> and
called (VBD) -> call
him (PRP) -> him
a (DT) -> a
i (NN) -> i
I (PRP) -> I
tell (VBP) -> tell
you (PRP) -> you
what (WP) -> what
I (PRP) -> I
call (VBP) -> call
him (PRP) -> him
public (JJ) -> public
enemy (NN) -> enemy
number (NN) -> number
one (CD) -> one
I (PRP) -> I
told (VBD) -> tell
you (PRP) -> you
I (PRP) -> I
never (RB) -> never
wanted (VBD) -> want
to (TO) -> to
do (VB) -> do
this (DT) -> this
ever (RB) -> ever
again (RB) -> again
MJ (NNP) -> MJ
I (PRP) -> I
so (RB) -> so
sorry (JJ) -> sorry
but (CC) -> but
I (PRP) -> I
ca (MD) -> ca
see (VB) -> see
anything (NN) -> anything
with (IN) -> with
your (PRP$) -> your
hand (NN) -> hand
in (IN) -> in
my (PRP$) -> my
Sorry (NNP) -> Sorry
Where (NNP) -> Where
are (VBP) -> be
we (PRP) -> we
gon (VB) -> gon
na (TO) -> na
go (VB) -> go
I (PRP) -> I
do (VBP) -> do
know (VB) -> know
Your (NNP) -> Your
house (NN) -> house
No (VBD) -> No
No (NNP) -> No
My (NNP) -> My
dad (NN) -> dad
will (MD) -> will
kill (VB) -> kill
you (PRP) -> you
What (WP) -> What
You (PRP) -> You
said (VBD) -> say
your (PRP$) -> your
dad (NN) -> dad
really (RB) -> really
liked (VBD) -> like
me (PRP) -> me
Yeah (NNP) -> Yeah
well (RB) -> well
not (RB) -> not
anymore (RB) -> anymore
i (JJ) -> i
Dude (NNP) -> Dude
Dude (NNP) -> Dude
i (JJ) -> i
Dude (NNP) -> Dude
Dude (NNP) -> Dude
I (PRP) -> I
so (RB) -> so
sorry (JJ) -> sorry
Are (NNP) -> Are
you (PRP) -> you
okay (VBP) -> okay
No (DT) -> No
not (RB) -> not
really (RB) -> really
Uh (NNP) -> Uh
Yo (NNP) -> Yo
Peter (NNP) -> Peter
We (PRP) -> We
should (MD) -> should
go (VB) -> go
We (PRP) -> We
should (MD) -> should
go (VB) -> go
Come (NNP) -> Come
on (IN) -> on
You (PRP) -> You
said (VBD) -> say
you (PRP) -> you
do (VBP) -> do
want (VB) -> want
to (TO) -> to
swing (VBG) -> swing
Swing (VBG) -> Swing
me (PRP) -> me
Okay (IN) -> Okay
We (PRP) -> We
can (MD) -> can
take (VB) -> take
the (DT) -> the
subway (NN) -> subway
No (NNP) -> No
Look (NNP) -> Look
out (RP) -> out
That (DT) -> That
was (VBD) -> be
so (RB) -> so
much (JJ) -> much
worse (JJR) -> bad
Okay (IN) -> Okay
It (PRP) -> It
okay (PRP) -> okay
Are (NNP) -> Are
you (PRP) -> you
okay (VBP) -> okay
Yeah (UH) -> Yeah
yeah (UH) -> yeah
yeah (UH) -> yeah
Come (NNP) -> Come
on (IN) -> on
come (VBN) -> come
on (IN) -> on
come (NN) -> come
on (IN) -> on
Okay (NNP) -> Okay
I (PRP) -> I
so (RB) -> so
sorry (JJ) -> sorry
Okay (NNP) -> Okay
Okay (NNP) -> Okay
I (PRP) -> I
sorry (VBP) -> sorry
I (PRP) -> I
just (RB) -> just
feel (VB) -> feel
so (RB) -> so
dumb (JJ) -> dumb
I (PRP) -> I
realize (VBP) -> realize
you (PRP) -> you
were (VBD) -> be
miserable (JJ) -> miserable
No (NNP) -> No
it (PRP) -> it
was (VBD) -> be
really (RB) -> really
fun (JJ) -> fun
right (NN) -> right
That (WDT) -> That
why (WRB) -> why
they (PRP) -> they
call (VBP) -> call
it (PRP) -> it
a (DT) -> a
fling (NN) -> fling
And (CC) -> And
we (PRP) -> we
flung (VBP) -> fling
It (PRP) -> It
was (VBD) -> be
fun (NN) -> fun
I (PRP) -> I
could (MD) -> could
been (VBN) -> be
more (JJR) -> more
fun (JJ) -> fun
I (PRP) -> I
can (MD) -> can
be (VB) -> be
fun (VBN) -> fun
We (PRP) -> We
hang (VBP) -> hang
out (RP) -> out
again (RB) -> again
Like (IN) -> Like
when (WRB) -> when
do (VBP) -> do
you (PRP) -> you
think (VB) -> think
I (PRP) -> I
should (MD) -> should
see (VB) -> see
what (WP) -> what
that (DT) -> that
is (VBZ) -> be
No (DT) -> No
no (DT) -> no
no (DT) -> no
It (PRP) -> It
what (WP) -> what
I (PRP) -> I
do (VBP) -> do
He (PRP) -> He
always (RB) -> always
coming (VBG) -> come
and (CC) -> and
going (VBG) -> go
Peter (NNP) -> Peter
Oh (NNP) -> Oh
no (DT) -> no
I (PRP) -> I
do (VBP) -> do
know (VB) -> know
what (WP) -> what
to (TO) -> to
do (VB) -> do
Peter (NNP) -> Peter
Peter (NNP) -> Peter
Oh (NNP) -> Oh
I (PRP) -> I
I (PRP) -> I
did (VBD) -> do
see (VB) -> see
anything (NN) -> anything
This (DT) -> This
is (VBZ) -> be
what (WP) -> what
it (PRP) -> it
looks (VBZ) -> look
like (IN) -> like
No (DT) -> No
no (DT) -> no
May (NNP) -> May
Practice (NNP) -> Practice
safe (JJ) -> safe
Oh (NNP) -> Oh
hey (NN) -> hey
You (PRP) -> You
must (MD) -> must
be (VB) -> be
MJ (NNP) -> MJ
Yeah (NNP) -> Yeah
Nice (NNP) -> Nice
to (TO) -> to
meet (VB) -> meet
you (PRP) -> you
So (RB) -> So
nice (JJ) -> nice
to (TO) -> to
meet (VB) -> meet
you (PRP) -> you
Wait (VBP) -> Wait
have (VBP) -> have
you (PRP) -> you
been (VBN) -> be
crying (VBG) -> cry
We (PRP) -> We
broke (VBD) -> break
up (RP) -> up
Hey (NNP) -> Hey
Oh (NNP) -> Oh
Oh (NNP) -> Oh
uh (NNP) -> uh
Thank (NNP) -> Thank
you (PRP) -> you
I (PRP) -> I
did (VBD) -> do
know (VB) -> know
you (PRP) -> you
broke (VBD) -> break
up (RP) -> up
I (PRP) -> I
thought (VBD) -> think
you (PRP) -> you
were (VBD) -> be
in (IN) -> in
love (NN) -> love
May (NNP) -> May
Can (MD) -> Can
we (PRP) -> we
talk (VB) -> talk
about (IN) -> about
this (DT) -> this
in (IN) -> in
the (DT) -> the
kitchen (NN) -> kitchen
I (PRP) -> I
should (MD) -> should
probably (RB) -> probably
leave (VB) -> leave
I (PRP) -> I
thought (VBD) -> think
you (PRP) -> you
guys (NNS) -> guy
were (VBD) -> be
such (PDT) -> such
a (DT) -> a
handsome (JJ) -> handsome
couple (NN) -> couple
It (PRP) -> It
really (RB) -> really
about (IN) -> about
boundaries (NNS) -> boundary
Let (VB) -> Let
me (PRP) -> me
answer (VB) -> answer
the (DT) -> the
door (NN) -> door
Let (NNP) -> Let
go (VB) -> go
here (RB) -> here
Is (VBZ) -> Is
that (IN) -> that
the (DT) -> the
door (NN) -> door
Hey (NNP) -> Hey
Is (VBZ) -> Is
it (PRP) -> it
true (JJ) -> true
I (PRP) -> I
was (VBD) -> be
gon (VBG) -> gon
na (TO) -> na
go (VB) -> go
but (CC) -> but
Not (RB) -> Not
now (RB) -> now
I (PRP) -> I
did (VBD) -> do
know (VB) -> know
you (PRP) -> you
were (VBD) -> be
so (RB) -> so
awkward (JJ) -> awkward
about (IN) -> about
sex (NN) -> sex
Peter (NNP) -> Peter
This (DT) -> This
has (VBZ) -> have
nothing (NN) -> nothing
to (TO) -> to
do (VB) -> do
with (IN) -> with
sex (NN) -> sex
If (IN) -> If
you (PRP) -> you
wan (VBP) -> wan
na (RB) -> na
go (VBP) -> go
over (IN) -> over
it (PRP) -> it
again (RB) -> again
I (PRP) -> I
mean (VBP) -> mean
What (WP) -> What
that (IN) -> that
sound (NN) -> sound
Hey (NNP) -> Hey
Oh (NNP) -> Oh
my (PRP$) -> my
God (NNP) -> God
I (PRP) -> I
mean (VBP) -> mean
I (PRP) -> I
happy (JJ) -> happy
to (TO) -> to
rehash (VB) -> rehash
it (PRP) -> it
if (IN) -> if
you (PRP) -> you
want (VBP) -> want
to (TO) -> to
You (PRP) -> You
take (VB) -> take
care (NN) -> care
of (IN) -> of
your (PRP$) -> your
side (NN) -> side
I (PRP) -> I
take (VBP) -> take
care (NN) -> care
of (IN) -> of
mine (NN) -> mine
What (WP) -> What
is (VBZ) -> be
up (RP) -> up
with (IN) -> with
this (DT) -> this
phone (NN) -> phone
Will (NNP) -> Will
you (PRP) -> you
get (VBP) -> get
off (IN) -> off
your (PRP$) -> your
phones (NNS) -> phone
for (IN) -> for
five (CD) -> five
minutes (NNS) -> minute
I (PRP) -> I
just (RB) -> just
wan (VB) -> wan
na (JJ) -> na
talk (NN) -> talk
to (TO) -> to
you (PRP) -> you
about (IN) -> about
your (PRP$) -> your
relationship (NN) -> relationship
okay (NN) -> okay
Peter (NNP) -> Peter
What (WP) -> What
Is (VBZ) -> Is
that (DT) -> that
Is (VBZ) -> Is
that (IN) -> that
here (RB) -> here
Um (NNP) -> Um
Yo (NNP) -> Yo
Peter (NNP) -> Peter
Parker (NNP) -> Parker
Yo (NNP) -> Yo
Peter (NNP) -> Peter
Maybe (NNP) -> Maybe
it (PRP) -> it
not (RB) -> not
such (PDT) -> such
a (DT) -> a
big (JJ) -> big
deal (NN) -> deal
i (NN) -> i
i (VBP) -> i
Governments (NNS) -> Governments
around (IN) -> around
the (DT) -> the
world (NN) -> world
launch (NN) -> launch
investigations (NNS) -> investigation
i (VBP) -> i
into (IN) -> into
the (DT) -> the
murderer (NN) -> murderer
known (VBN) -> know
as (IN) -> as
i (NN) -> i
aka (VBP) -> aka
Peter (NNP) -> Peter
Parker (NNP) -> Parker
i (VBZ) -> i
aka (VBP) -> aka
the (DT) -> the
war (NN) -> war
criminal (NN) -> criminal
who (WP) -> who
for (IN) -> for
years (NNS) -> year
has (VBZ) -> have
been (VBN) -> be
terrorizing (VBG) -> terrorize
the (DT) -> the
decent (JJ) -> decent
citizens (NNS) -> citizen
of (IN) -> of
New (NNP) -> New
York (NNP) -> York
i (NN) -> i
Well (RB) -> Well
now (RB) -> now
this (DT) -> this
city (NN) -> city
and (CC) -> and
the (DT) -> the
world (NN) -> world
i (NN) -> i
see (VBP) -> see
him (PRP) -> him
for (IN) -> for
what (WP) -> what
he (PRP) -> he
truly (RB) -> truly
i (JJ) -> i
Murderer (NNP) -> Murderer
Mysterio (NNP) -> Mysterio
forever (RB) -> forever
i (VBP) -> i
New (NNP) -> New
details (NNS) -> detail
from (IN) -> from
last (JJ) -> last
week (NN) -> week
i (NN) -> i
devastating (VBG) -> devastate
attack (NN) -> attack
in (IN) -> in
London (NNP) -> London
have (VBP) -> have
i (VBN) -> i
For (IN) -> For
more (RBR) -> more
we (PRP) -> we
go (VBP) -> go
now (RB) -> now
to (TO) -> to
Joint (NNP) -> Joint
Intelligence (NNP) -> Intelligence
i (JJ) -> i
Authorities (NNP) -> Authorities
just (RB) -> just
a (DT) -> a
short (JJ) -> short
while (NN) -> while
ago (IN) -> ago
confirmed (VBD) -> confirm
i (NN) -> i
that (IN) -> that
the (DT) -> the
deadly (JJ) -> deadly
drones (NNS) -> drone
used (VBN) -> use
in (IN) -> in
the (DT) -> the
London (NNP) -> London
attack (NN) -> attack
i (NN) -> i
were (VBD) -> be
designed (VBN) -> design
by (IN) -> by
Stark (NNP) -> Stark
Federal (NNP) -> Federal
agents (NNS) -> agent
Open (NNP) -> Open
up (RP) -> up
Federal (NNP) -> Federal
agents (NNS) -> agent
You (PRP) -> You
stay (VBP) -> stay
here (RB) -> here
Department (NNP) -> Department
of (IN) -> of
Damage (NNP) -> Damage
Control (NNP) -> Control
We (PRP) -> We
have (VBP) -> have
a (DT) -> a
warrant (NN) -> warrant
for (IN) -> for
the (DT) -> the
arrest (NN) -> arrest
of (IN) -> of
Peter (NNP) -> Peter
Parker (NNP) -> Parker
You (PRP) -> You
know (VBP) -> know
the (DT) -> the
Fourth (NNP) -> Fourth
Amendment (NNP) -> Amendment
Sure (NNP) -> Sure
Unreasonable (NNP) -> Unreasonable
search (NN) -> search
and (CC) -> and
seizure (NN) -> seizure
Get (NNP) -> Get
in (IN) -> in
here (RB) -> here
guys (NNS) -> guy
Let (NNP) -> Let
go (VB) -> go
I (PRP) -> I
did (VBD) -> do
kill (VB) -> kill
Quentin (NNP) -> Quentin
Beck (NNP) -> Beck
The (DT) -> The
drones (NNS) -> drone
did (VBD) -> do
okay (VB) -> okay
The (DT) -> The
drones (NNS) -> drone
that (WDT) -> that
are (VBP) -> be
yours (VBZ) -> yours
No (NNP) -> No
Well (NNP) -> Well
look (VB) -> look
Nick (NNP) -> Nick
Fury (NNP) -> Fury
was (VBD) -> be
there (EX) -> there
the (DT) -> the
entire (JJ) -> entire
time (NN) -> time
Ask (NNP) -> Ask
him (PRP) -> him
He (PRP) -> He
can (MD) -> can
explain (VB) -> explain
everything (NN) -> everything
Nick (NNP) -> Nick
Fury (NNP) -> Fury
has (VBZ) -> have
been (VBN) -> be
for (IN) -> for
the (DT) -> the
last (JJ) -> last
year (NN) -> year
What (WP) -> What
Peter (NNP) -> Peter
Hey (NNP) -> Hey
MJ (NNP) -> MJ
They (PRP) -> They
have (VBP) -> have
nothing (NN) -> nothing
to (TO) -> to
do (VB) -> do
with (IN) -> with
this (DT) -> this
sir (NN) -> sir
Do (NNP) -> Do
say (VBP) -> say
anything (NN) -> anything
without (IN) -> without
a (DT) -> a
lawyer (NN) -> lawyer
I (PRP) -> I
want (VBP) -> want
a (DT) -> a
lawyer (NN) -> lawyer
Jones (NNP) -> Jones
I (PRP) -> I
do (VBP) -> do
go (VB) -> go
by (IN) -> by
Watson (NNP) -> Watson
Jones (NNP) -> Jones
why (WRB) -> why
do (VBP) -> do
you (PRP) -> you
want (VB) -> want
a (DT) -> a
lawyer (NN) -> lawyer
if (IN) -> if
If (IN) -> If
I (PRP) -> I
have (VBP) -> have
nothing (NN) -> nothing
to (TO) -> to
hide (VB) -> hide
Exactly (NNP) -> Exactly
Unless (NNP) -> Unless
I (PRP) -> I
actually (RB) -> actually
guilty (JJ) -> guilty
of (IN) -> of
something (NN) -> something
I (PRP) -> I
very (RB) -> very
aware (JJ) -> aware
of (IN) -> of
your (PRP$) -> your
tactics (NNS) -> tactic
and (CC) -> and
my (PRP$) -> my
rights (NNS) -> right
Just (NNP) -> Just
answer (VB) -> answer
my (PRP$) -> my
questions (NNS) -> question
I (PRP) -> I
seen (VBN) -> see
your (PRP$) -> your
file (NN) -> file
You (PRP) -> You
a (DT) -> a
smart (JJ) -> smart
young (JJ) -> young
woman (NN) -> woman
with (IN) -> with
a (DT) -> a
bright (JJ) -> bright
future (NN) -> future
ahead (RB) -> ahead
of (IN) -> of
her (PRP$) -> her
Why (WRB) -> Why
would (MD) -> would
you (PRP) -> you
risk (VB) -> risk
it (PRP) -> it
all (DT) -> all
by (IN) -> by
getting (VBG) -> get
involved (VBN) -> involve
with (IN) -> with
a (DT) -> a
vigilante (NN) -> vigilante
like (IN) -> like
Peter (NNP) -> Peter
Parker (NNP) -> Parker
So (NNP) -> So
sorry (JJ) -> sorry
to (TO) -> to
keep (VB) -> keep
you (PRP) -> you
waiting (VBG) -> wait
Can (MD) -> Can
we (PRP) -> we
get (VB) -> get
Ned (NNP) -> Ned
a (DT) -> a
snack (NN) -> snack
Absolutely (RB) -> Absolutely
He (PRP) -> He
been (VBN) -> be
waiting (VBG) -> wait
I (PRP) -> I
got (VBD) -> get
you (PRP) -> you
Dude (VBP) -> Dude
I (PRP) -> I
so (RB) -> so
sorry (JJ) -> sorry
about (IN) -> about
that (DT) -> that
I (PRP) -> I
not (RB) -> not
supposed (VBD) -> suppose
to (TO) -> to
say (VB) -> say
anything (NN) -> anything
to (TO) -> to
you (PRP) -> you
Not (RB) -> Not
even (RB) -> even
a (DT) -> a
thing (NN) -> thing
I (PRP) -> I
just (RB) -> just
have (VBP) -> have
one (CD) -> one
question (NN) -> question
When (WRB) -> When
MJ (NNP) -> MJ
told (VBD) -> tell
you (PRP) -> you
Peter (NNP) -> Peter
was (VBD) -> be
Whoa (NNP) -> Whoa
whoa (JJ) -> whoa
whoa (NN) -> whoa
Heh (NNP) -> Heh
What (WP) -> What
up (RP) -> up
knew (JJ) -> knew
way (NN) -> way
before (IN) -> before
MJ (NNP) -> MJ
did (VBD) -> do
I (PRP) -> I
was (VBD) -> be
guy (NN) -> guy
in (IN) -> in
the (DT) -> the
chair (NN) -> chair
I (PRP) -> I
know (VBP) -> know
about (IN) -> about
those (DT) -> those
Dude (NNP) -> Dude
half (JJ) -> half
my (PRP$) -> my
guys (NNS) -> guy
are (VBP) -> be
guys (NNS) -> guy
in (IN) -> in
the (DT) -> the
chair (NN) -> chair
Exactly (NNP) -> Exactly
You (PRP) -> You
would (MD) -> would
know (VB) -> know
I (PRP) -> I
literally (RB) -> literally
helped (VBD) -> help
him (PRP) -> him
find (VB) -> find
the (DT) -> the
Vulture (NNP) -> Vulture
I (PRP) -> I
did (VBD) -> do
know (VB) -> know
that (IN) -> that
I (PRP) -> I
helped (VBD) -> help
him (PRP) -> him
hack (VB) -> hack
a (DT) -> a
suit (NN) -> suit
once (RB) -> once
and (CC) -> and
helped (VBD) -> help
him (PRP) -> him
get (VB) -> get
to (TO) -> to
space (NN) -> space
So (NNP) -> So
in (IN) -> in
illegal (JJ) -> illegal
vigilantism (NN) -> vigilantism
you (PRP) -> you
were (VBD) -> be
his (PRP$) -> his
main (JJ) -> main
accomplice (NN) -> accomplice
I (PRP) -> I
would (MD) -> would
like (VB) -> like
to (TO) -> to
have (VB) -> have
my (PRP$) -> my
words (NNS) -> word
stricken (VBN) -> stricken
from (IN) -> from
the (DT) -> the
record (NN) -> record
With (IN) -> With
all (DT) -> all
due (JJ) -> due
respect (NN) -> respect
and (CC) -> and
I (PRP) -> I
mean (VBP) -> mean
that (DT) -> that
very (RB) -> very
insincerely (RB) -> insincerely
unless (IN) -> unless
you (PRP) -> you
have (VBP) -> have
some (DT) -> some
real (JJ) -> real
specific (JJ) -> specific
charges (NNS) -> charge
to (TO) -> to
throw (VB) -> throw
at (IN) -> at
us (PRP) -> us
legally (RB) -> legally
you (PRP) -> you
ca (MD) -> ca
hold (VB) -> hold
us (PRP) -> us
here (RB) -> here
You (PRP) -> You
should (MD) -> should
definitely (RB) -> definitely
lawyer (NN) -> lawyer
up (RP) -> up
Excuse (IN) -> Excuse
me (PRP) -> me
Child (VB) -> Child
a (DT) -> a
nasty (JJ) -> nasty
rap (NN) -> rap
A (NNP) -> A
boy (NN) -> boy
was (VBD) -> be
entrusted (VBN) -> entrust
to (TO) -> to
you (PRP) -> you
and (CC) -> and
as (IN) -> as
his (PRP$) -> his
legal (JJ) -> legal
guardian (NN) -> guardian
essentially (RB) -> essentially
his (PRP$) -> his
mother (NN) -> mother
you (PRP) -> you
not (RB) -> not
only (RB) -> only
allowed (VBD) -> allow
him (PRP) -> him
to (TO) -> to
endanger (VB) -> endanger
himself (PRP) -> himself
but (CC) -> but
you (PRP) -> you
actually (RB) -> actually
encouraged (VBD) -> encourage
it (PRP) -> it
Who (NNP) -> Who
does (VBZ) -> do
that (IN) -> that
I (PRP) -> I
wan (VBP) -> wan
na (TO) -> na
see (VB) -> see
Peter (NNP) -> Peter
right (RB) -> right
now (RB) -> now
i (VBP) -> i
Stark (NNP) -> Stark
Industries (NNP) -> Industries
was (VBD) -> be
caught (VBN) -> catch
in (IN) -> in
the (DT) -> the
web (NN) -> web
i (NN) -> i
of (IN) -> of
the (DT) -> the
controversy (NN) -> controversy
today (NN) -> today
i (VBP) -> i
when (WRB) -> when
federal (JJ) -> federal
agents (NNS) -> agent
opened (VBD) -> open
an (DT) -> an
investigation (NN) -> investigation
i (NN) -> i
into (IN) -> into
missing (VBG) -> miss
Stark (NNP) -> Stark
i (NN) -> i
Agents (NNS) -> Agents
wan (VBP) -> wan
na (RB) -> na
know (VBP) -> know
exactly (RB) -> exactly
what (WP) -> what
was (VBD) -> be
taken (VBN) -> take
At (IN) -> At
least (JJS) -> least
they (PRP) -> they
used (VBD) -> use
a (DT) -> a
good (JJ) -> good
picture (NN) -> picture
What (WP) -> What
is (VBZ) -> be
happening (VBG) -> happen
That (IN) -> That
great (JJ) -> great
Thank (NNP) -> Thank
you (PRP) -> you
Well (VBP) -> Well
I (PRP) -> I
have (VBP) -> have
some (DT) -> some
good (JJ) -> good
news (NN) -> news
Peter (NNP) -> Peter
I (PRP) -> I
do (VBP) -> do
believe (VB) -> believe
any (DT) -> any
of (IN) -> of
the (DT) -> the
charges (NNS) -> charge
against (IN) -> against
you (PRP) -> you
are (VBP) -> be
gon (VBG) -> gon
na (TO) -> na
stick (JJ) -> stick
Wait (NNP) -> Wait
seriously (RB) -> seriously
I (PRP) -> I
knew (VBD) -> know
it (PRP) -> it
Nice (NNP) -> Nice
My (NNP) -> My
God (NNP) -> God
Murdock (NNP) -> Murdock
thank (NN) -> thank
you (PRP) -> you
Thank (VBP) -> Thank
you (PRP) -> you
Matt (VBP) -> Matt
That (IN) -> That
amazing (VBG) -> amaze
You (PRP) -> You
welcome (VBP) -> welcome
Perfect (JJ) -> Perfect
However (RB) -> However
Hogan (NNP) -> Hogan
Yes (NNP) -> Yes
The (DT) -> The
feds (NNS) -> fed
are (VBP) -> be
investigating (VBG) -> investigate
that (IN) -> that
missing (VBG) -> miss
technology (NN) -> technology
I (PRP) -> I
understand (VBP) -> understand
your (PRP$) -> your
loyalty (NN) -> loyalty
to (TO) -> to
Stark (NNP) -> Stark
and (CC) -> and
his (PRP$) -> his
legacy (NN) -> legacy
but (CC) -> but
if (IN) -> if
you (PRP) -> you
were (VBD) -> be
involved (VBN) -> involve
If (IN) -> If
I (PRP) -> I
was (VBD) -> be
I (PRP) -> I
advise (VBP) -> advise
securing (VBG) -> secure
a (DT) -> a
lawyer (NN) -> lawyer
I (PRP) -> I
need (VBP) -> need
a (DT) -> a
lawyer (NN) -> lawyer
because (IN) -> because
I (PRP) -> I
I (PRP) -> I
thought (VBD) -> think
he (PRP) -> he
was (VBD) -> be
You (PRP) -> You
said (VBD) -> say
